title,year,certificate,rating,description,director,writer,stars,actors,genres
Dead Man on Campus,1998,1998,6.0,"Two college roommates go out and party, resulting in bad grades. They learn of the clause that says, ""If your roommate dies, you get an A,"" and decide to find someone who is on the verge, so to speak, to move in with them.",Trivia,Writers,Stars,Tom Everett Scott,Alan Cohn
Dance with Me,1998,1998,5.9,"Rafael Infante (Chayanne) comes to Houston from Cuba to work at John Burnett's (Kris Kristofferson's) dance studio. He meets Ruby Sinclair (Vanessa Williams), a cute dance instructor there. Chemistry? Will John know he's Rafael's dad?",Awards,Learn more about contributing,Stars,Vanessa Williams,Randa Haines
Thicker Than Blood,1998,1998,5.7,"Griffin Byrne is the idealistic new history, English and maths teacher in Father Frank Larkin's school in a mainly Latino ghetto neighborhood where most kids, even many of its graduates, end up in crime and poverty. He takes a particular interest in one of the boys nobody believes will ever come to anything, Lee Cortes, who he finds to be a prodigy in cartoon drawing ... Read all",Awards,Learn more about contributing,Stars,Mickey Rourke,Richard Pearce
Practical Magic,1998,1998,6.2,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.",Awards,Writers,Stars,Sandra Bullock,Griffin Dunne
The Misadventures of Margaret,1998,1998,5.1,A married author (Parker Posey) tries to stimulate her imagination for an erotic novel with hands-on research.,Trivia,Learn more about contributing,Stars,Parker Posey,Brian Skeet
M. Butterfly,1993,1993,6.7,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",Awards,Learn more about contributing,Stars,Jeremy Irons,David Cronenberg
Cuban Fury,2014,2014,6.2,"Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.",Awards,Learn more about contributing,Stars,Nick Frost,James Griffiths
The Children of Times Square,1986,1986,6.3,An alienated teenage boy runs away from home and ventures to New York City where he falls in with a gang of juvenile delinquents working as drug dealers and pickpockets for a shady crime boss.,Awards,Learn more about contributing,Stars,Howard E. Rollins Jr.,Curtis Hanson
Snakes on a Plane,2006,2006,5.5,"An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",Awards,,Stars,Samuel L. Jackson,David R. Ellis
The Zero Theorem,2013,2013,6.0,"A hugely talented but socially isolated computer operator is tasked by Management to prove the Zero Theorem: that the universe ends as nothing, rendering life meaningless. But meaning is what he already craves.",Awards,Learn more about contributing,Stars,Christoph Waltz,Terry Gilliam
The Equalizer,2014,2014,7.2,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.,Awards,,Stars,Denzel Washington,Antoine Fuqua
Ben-Hur,2016,2016,5.7,"Judah Ben-Hur, a Jewish prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",Awards,Learn more about contributing,Stars,Jack Huston,Timur Bekmambetov
Zero Patience,1993,1993,6.2,"An immortal, bigoted, unethical taxidermist is doing research on ""Patient Zero"", the gay flight attendant who allegedly was the first to bring AIDS to North America, for a museum show about contagious diseases, helped by the man's ghost.",Awards,Learn more about contributing,Stars,John Robinson,John Greyson
The Humbling,2014,2014,5.5,A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman.,Trivia,Learn more about contributing,Stars,Al Pacino,Barry Levinson
Dirty Grandpa,2016,2016,5.9,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",Awards,Learn more about contributing,Stars,Robert De Niro,Dan Mazer
Batman v Superman: Dawn of Justice,2016,2016,6.4,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",Awards,Writers,Stars,Ben Affleck,Zack Snyder
For Love of the Game,1999,1999,6.6,"After 19 years of playing the game he's loved his whole life, Detroit Tigers pitcher Billy Chapel has to decide if he's going to risk everything and put everything out there.",Awards,Learn more about contributing,Stars,Kevin Costner,Sam Raimi
Mortal Kombat,1995,1995,5.8,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,Awards,,Stars,Christopher Lambert,Paul W.S. Anderson
You're a Big Boy Now,1966,1966,6.1,"Post-teen virgin moves to New York City, falls for a cold-hearted beauty, then finds true love with a loyal lass.",Nominated for 1 Oscar,Learn more about contributing,Stars,Elizabeth Hartman,Francis Ford Coppola
Doctor Dolittle,1998,1998,5.4,A doctor discovers that he can communicate with animals.,Awards,Learn more about contributing,Stars,Eddie Murphy,Betty Thomas
Mala Noche,1986,1986,6.6,"A story of amour fou. Walt is madly in love/lust with a young illegal Mexican immigrant. However, the object of his unrequited affection doesn't even speak any English and finds Walt really strange and undesirable.",Awards,Learn more about contributing,Stars,Tim Streeter,Gus Van Sant
Pocketful of Miracles,1961,1961,7.1,A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.,Nominated for 3 Oscars,Writers,Stars,Glenn Ford,Frank Capra
American Skin,2019,2019,6.8,"A Marine veteran working as a school janitor tries to mend his relationship with his son after a divorce. When his son is killed by a police officer found innocent without standing trial, he takes matters into his own hands.",Awards,Learn more about contributing,Stars,Nate Parker,Nate Parker
Mamma Mia! Here We Go Again,2018,2018,6.6,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",Awards,Writers,Stars,Lily James,Ol Parker
Blithe Spirit,2020,2020,5.4,"A spiritualist medium holds a seance for a writer suffering from writer's block but accidentally summons the spirit of his deceased first wife, which leads to an increasingly complex love triangle with his current wife of five years.",Awards,Writers,Stars,Dan Stevens,Edward Hall
The Equalizer 2,2018,2018,6.7,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?",Awards,,Stars,Denzel Washington,Antoine Fuqua
The Mercy,2018,2018,6.0,The incredible story of amateur sailor Donald Crowhurst and his solo attempt to circumnavigate the globe. The struggles he confronted on the journey while his family awaited his return is one of the most enduring mysteries of recent times.,Awards,Learn more about contributing,Stars,Colin Firth,James Marsh
The Marksman,2021,2021,5.6,A rancher on the Arizona border becomes the unlikely defender of a young Mexican boy desperately fleeing the cartel assassins who've pursued him into the U.S.,Trivia,Learn more about contributing,Stars,Katheryn Winnick,Robert Lorenz
Jade,1995,1995,5.3,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",Awards,Learn more about contributing,Stars,David Caruso,William Friedkin
No Man's Land,2020,2020,5.3,"When a vigilante border patrol turns fatal, a man flees on horseback to Mexico, seeking forgiveness from the victim's father.",Awards,Learn more about contributing,Stars,Jake Allyn,Conor Allyn
Coming 2 America,2021,2021,5.3,The African monarch Akeem learns he has a long-lost son in the United States and must return to America to meet this unexpected heir and build a relationship with his son.,Nominated for 1 Oscar,Writers,Stars,Eddie Murphy,Craig Brewer
Even Cowgirls Get the Blues,1993,1993,4.3,"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the Countess"" (Sir John Hurt), sends her to his ranch in California to shoot a commercial, set against the background of mating whooping cranes. There, she befriends Bonanza Jellybean (Rain ... Read all",Awards,Learn more about contributing,Stars,Uma Thurman,Gus Van Sant
The Miracle Season,2018,2018,6.5,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship.",Awards,Learn more about contributing,Stars,Helen Hunt,Sean McNamara
Kicking & Screaming,2005,2005,5.6,"Family man Phil Weston, a lifelong victim of his father's competitive nature, takes on the coaching duties of a kids' soccer team, and soon finds that he's also taking on his father's dysfunctional way of relating.",Awards,Learn more about contributing,Stars,Will Ferrell,Jesse Dylan
Melissa P.,2005,2005,4.8,"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way.",Awards,Writers,Stars,María Valverde,Luca Guadagnino
The Zodiac,2005,2005,5.3,"An elusive serial killer known as the Zodiac terrorizes the San Francisco Bay in the late 1960s, while detectives aim to stop him before he claims more victims. Based on a true story.",Trivia,Learn more about contributing,Stars,Justin Chambers,Alexander Bulkley
Fever Pitch,2005,2005,6.2,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,Awards,Learn more about contributing,Stars,Drew Barrymore,Bobby Farrelly
Unfriended: Dark Web,2018,2018,6.0,"A teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him, but will also do anything to get it back.",Trivia,Learn more about contributing,Stars,Colin Woodell,Stephen Susco
The Guernsey Literary and Potato Peel Pie Society,2018,2018,7.3,"In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.",Trivia,Writers,Stars,Jessica Brown Findlay,Mike Newell
Welcome to Marwen,2018,2018,6.2,A victim of a brutal attack finds a unique and beautiful therapeutic outlet to help him through his recovery process.,Awards,Learn more about contributing,Stars,Steve Carell,Robert Zemeckis
Tomb Raider,2018,2018,6.3,"Lara Croft (Alicia Vikander), the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft (Dominic West) disappeared.",Awards,Writers,Stars,Alicia Vikander,Roar Uthaug
The Girl in the Spider's Web,2018,2018,6.1,"Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",Awards,Writers,Stars,Claire Foy,Fede Alvarez
"Rio, Eu Te Amo",2014,2014,5.2,"Third installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature-film is made of 10 stories of romance set in Rio de Janeiro, Brazil.",Directors,Writers,Stars,Basil Hoffman,Vicente Amorim
12 Strong,2018,2018,6.5,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",Awards,Learn more about contributing,Stars,Chris Hemsworth,Nicolai Fuglsig
